accession_id,virus_name,collection_date
EPI_ISL_784118,hCoV-19/USA/TX-HMH-MCoV-19778/2020,2020-11-28
EPI_ISL_1081026,hCoV-19/USA/TX-HMH-MCoV-25615/2021,2021-01-22
EPI_ISL_1079655,hCoV-19/USA/TX-HMH-MCoV-25041/2021,2021-01-20
EPI_ISL_1075142,hCoV-19/USA/TX-HMH-MCoV-20700/2021,2021-01-05
EPI_ISL_1075284,hCoV-19/USA/TX-HMH-MCoV-20841/2021,2021-01-06
EPI_ISL_1079756,hCoV-19/USA/TX-HMH-MCoV-25131/2021,2021-01-19
EPI_ISL_785014,hCoV-19/USA/TX-HMH-MCoV-18666/2020,2020-11-20
EPI_ISL_785171,hCoV-19/USA/TX-HMH-MCoV-18854/2020,2020-11-25
EPI_ISL_1074665,hCoV-19/USA/TX-HMH-MCoV-20224/2021,2021-01-01
EPI_ISL_1076775,hCoV-19/USA/TX-HMH-MCoV-22247/2021,2021-01-08
EPI_ISL_786442,hCoV-19/USA/TX-HMH-MCoV-14958/2020,2020-10-14
EPI_ISL_786721,hCoV-19/USA/TX-HMH-MCoV-15237/2020,2020-10-20
EPI_ISL_786792,hCoV-19/USA/TX-HMH-MCoV-15308/2020,2020-10-19
EPI_ISL_787647,hCoV-19/USA/TX-HMH-MCoV-14362/2020,2020-10-06
EPI_ISL_786412,hCoV-19/USA/TX-HMH-MCoV-14928/2020,2020-10-15
EPI_ISL_785940,hCoV-19/USA/TX-HMH-MCoV-16256/2020,2020-10-30
EPI_ISL_786445,hCoV-19/USA/TX-HMH-MCoV-14961/2020,2020-10-14
EPI_ISL_785950,hCoV-19/USA/TX-HMH-MCoV-16266/2020,2020-10-30
EPI_ISL_1076905,hCoV-19/USA/TX-HMH-MCoV-22377/2021,2021-01-10
EPI_ISL_783658,hCoV-19/USA/TX-HMH-MCoV-19153/2020,2020-11-23
EPI_ISL_783841,hCoV-19/USA/TX-HMH-MCoV-19441/2020,2020-11-30
EPI_ISL_784010,hCoV-19/USA/TX-HMH-MCoV-19650/2020,2020-11-25
EPI_ISL_784035,hCoV-19/USA/TX-HMH-MCoV-19678/2020,2020-11-18
EPI_ISL_784179,hCoV-19/USA/TX-HMH-MCoV-19858/2020,2020-11-23
EPI_ISL_785120,hCoV-19/USA/TX-HMH-MCoV-18792/2020,2020-11-23
EPI_ISL_785085,hCoV-19/USA/TX-HMH-MCoV-18746/2020,2020-11-24
EPI_ISL_785102,hCoV-19/USA/TX-HMH-MCoV-18770/2020,2020-11-24
EPI_ISL_785094,hCoV-19/USA/TX-HMH-MCoV-18757/2020,2020-11-23
EPI_ISL_1077717,hCoV-19/USA/TX-HMH-MCoV-23187/2021,2021-01-13
EPI_ISL_1077413,hCoV-19/USA/TX-HMH-MCoV-22883/2020,2020-12-28
EPI_ISL_1075951,hCoV-19/USA/TX-HMH-MCoV-21505/2021,2021-01-07
EPI_ISL_1076116,hCoV-19/USA/TX-HMH-MCoV-21669/2021,2021-01-07
EPI_ISL_784030,hCoV-19/USA/TX-HMH-MCoV-19672/2020,2020-11-28
EPI_ISL_1079966,hCoV-19/USA/TX-HMH-MCoV-25337/2021,2021-01-21
EPI_ISL_1077502,hCoV-19/USA/TX-HMH-MCoV-22972/2021,2021-01-12
EPI_ISL_1075909,hCoV-19/USA/TX-HMH-MCoV-21463/2021,2021-01-06
EPI_ISL_786827,hCoV-19/USA/TX-HMH-MCoV-15343/2020,2020-10-19
EPI_ISL_785841,hCoV-19/USA/TX-HMH-MCoV-16157/2020,2020-10-28
EPI_ISL_786638,hCoV-19/USA/TX-HMH-MCoV-15154/2020,2020-10-18
EPI_ISL_786625,hCoV-19/USA/TX-HMH-MCoV-15141/2020,2020-10-17
EPI_ISL_785978,hCoV-19/USA/TX-HMH-MCoV-16294/2020,2020-10-31
EPI_ISL_786339,hCoV-19/USA/TX-HMH-MCoV-14855/2020,2020-10-13
EPI_ISL_786906,hCoV-19/USA/TX-HMH-MCoV-15422/2020,2020-10-23
EPI_ISL_1060864,hCoV-19/USA/UT-UPHL-2102178832/2021,2021-01-11
EPI_ISL_784005,hCoV-19/USA/TX-HMH-MCoV-19641/2020,2020-11-28
EPI_ISL_786131,hCoV-19/USA/TX-HMH-MCoV-17983/2020,2020-11-16
EPI_ISL_787033,hCoV-19/USA/TX-HMH-MCoV-15549/2020,2020-10-25
EPI_ISL_1075864,hCoV-19/USA/TX-HMH-MCoV-21418/2021,2021-01-06
EPI_ISL_784769,hCoV-19/USA/TX-HMH-MCoV-18421/2020,2020-11-18
EPI_ISL_955051,hCoV-19/USA/CO-CDPHE-2100260997/2021,2021-01-21
EPI_ISL_967861,hCoV-19/USA/LA-CDC-STM-000003106/2021,2021-01-14
EPI_ISL_786133,hCoV-19/USA/TX-HMH-MCoV-17985/2020,2020-11-16
EPI_ISL_784563,hCoV-19/USA/TX-HMH-MCoV-18215/2020,2020-11-13
EPI_ISL_784484,hCoV-19/USA/TX-HMH-MCoV-18136/2020,2020-11-14
EPI_ISL_786911,hCoV-19/USA/TX-HMH-MCoV-15427/2020,2020-10-22
EPI_ISL_1078182,hCoV-19/USA/TX-HMH-MCoV-23652/2021,2021-01-13
EPI_ISL_1080236,hCoV-19/USA/TX-HMH-MCoV-25743/2021,2021-02-01
EPI_ISL_1080868,hCoV-19/USA/TX-HMH-MCoV-25464/2021,2021-01-21
EPI_ISL_936086,hCoV-19/USA/NY-Wadsworth-21007913-01/2020,2020-12-30
EPI_ISL_1077236,hCoV-19/USA/TX-HMH-MCoV-22708/2020,2020-12-31
EPI_ISL_1078970,hCoV-19/USA/TX-HMH-MCoV-24416/2021,2021-01-17
EPI_ISL_1080889,hCoV-19/USA/TX-HMH-MCoV-25520/2021,2021-01-21
EPI_ISL_1079745,hCoV-19/USA/TX-HMH-MCoV-25120/2021,2021-01-20
EPI_ISL_1079047,hCoV-19/USA/TX-HMH-MCoV-24472/2021,2021-01-19
EPI_ISL_1160977,hCoV-19/USA/NJ-CDC-LC0017160/2021,2021-02-12
EPI_ISL_936295,hCoV-19/USA/NY-Wadsworth-21012253-01/2021,2021-01-19
EPI_ISL_1059284,hCoV-19/USA/TX-HHD-2102125461/2021,2021-01-27
EPI_ISL_1079653,hCoV-19/USA/TX-HMH-MCoV-25039/2021,2021-01-20
EPI_ISL_911484,hCoV-19/USA/TX-HHD-2101215074/2020,2020-12-12
EPI_ISL_1078852,hCoV-19/USA/TX-HMH-MCoV-24298/2021,2021-01-16
EPI_ISL_1077847,hCoV-19/USA/TX-HMH-MCoV-23317/2021,2021-01-12
EPI_ISL_1076148,hCoV-19/USA/TX-HMH-MCoV-21701/2021,2021-01-08
EPI_ISL_1074975,hCoV-19/USA/TX-HMH-MCoV-20533/2021,2021-01-04
EPI_ISL_1078377,hCoV-19/USA/TX-HMH-MCoV-23847/2021,2021-01-15
EPI_ISL_1076077,hCoV-19/USA/TX-HMH-MCoV-21630/2021,2021-01-10
EPI_ISL_1075397,hCoV-19/USA/TX-HMH-MCoV-20953/2021,2021-01-05
EPI_ISL_783641,hCoV-19/USA/TX-HMH-MCoV-19124/2020,2020-11-24
EPI_ISL_786746,hCoV-19/USA/TX-HMH-MCoV-15262/2020,2020-10-21
EPI_ISL_785879,hCoV-19/USA/TX-HMH-MCoV-16195/2020,2020-10-28
EPI_ISL_1074375,hCoV-19/USA/TX-HMH-MCoV-19936/2021,2021-01-03
EPI_ISL_786334,hCoV-19/USA/TX-HMH-MCoV-14850/2020,2020-10-12
EPI_ISL_786497,hCoV-19/USA/TX-HMH-MCoV-15013/2020,2020-10-17
EPI_ISL_786558,hCoV-19/USA/TX-HMH-MCoV-15074/2020,2020-10-19
EPI_ISL_786588,hCoV-19/USA/TX-HMH-MCoV-15104/2020,2020-10-17
EPI_ISL_786966,hCoV-19/USA/TX-HMH-MCoV-15482/2020,2020-10-25
EPI_ISL_875590,hCoV-19/USA/AL-Escambia-JDYM/2020,2020-10-27
EPI_ISL_786405,hCoV-19/USA/TX-HMH-MCoV-14921/2020,2020-10-15
EPI_ISL_786565,hCoV-19/USA/TX-HMH-MCoV-15081/2020,2020-10-17
EPI_ISL_786929,hCoV-19/USA/TX-HMH-MCoV-15445/2020,2020-10-22
EPI_ISL_786639,hCoV-19/USA/TX-HMH-MCoV-15155/2020,2020-10-18
EPI_ISL_789982,hCoV-19/USA/TX-HMH-MCoV-11997/2020,2020-09-18
EPI_ISL_790139,hCoV-19/USA/TX-HMH-MCoV-11937/2020,2020-09-15
EPI_ISL_1113732,hCoV-19/USA/NM-DOH-2020493491/2020,2020-11-05
EPI_ISL_1087005,hCoV-19/USA/NM-CDC-21490581/2021,2021-01-23
EPI_ISL_1064216,hCoV-19/USA/NM-UNM-01857/2021,2021-01-17
EPI_ISL_787454,hCoV-19/USA/TX-HMH-MCoV-14169/2020,2020-10-02
EPI_ISL_1080218,hCoV-19/USA/TX-HMH-MCoV-25725/2021,2021-02-02
EPI_ISL_1077946,hCoV-19/USA/TX-HMH-MCoV-23416/2021,2021-01-13
EPI_ISL_1077101,hCoV-19/USA/TX-HMH-MCoV-22573/2020,2020-12-30
EPI_ISL_1075637,hCoV-19/USA/TX-HMH-MCoV-21193/2020,2020-12-30
EPI_ISL_1074800,hCoV-19/USA/TX-HMH-MCoV-20358/2021,2021-01-05
EPI_ISL_1075073,hCoV-19/USA/TX-HMH-MCoV-20631/2021,2021-01-05
EPI_ISL_787040,hCoV-19/USA/TX-HMH-MCoV-15556/2020,2020-10-26
EPI_ISL_787017,hCoV-19/USA/TX-HMH-MCoV-15533/2020,2020-10-23
EPI_ISL_1086859,hCoV-19/USA/TX-CDC-21487961/2021,2021-01-25
EPI_ISL_784162,hCoV-19/USA/TX-HMH-MCoV-19838/2020,2020-11-17
EPI_ISL_785822,hCoV-19/USA/TX-HMH-MCoV-16138/2020,2020-10-27
EPI_ISL_785835,hCoV-19/USA/TX-HMH-MCoV-16151/2020,2020-10-25
EPI_ISL_786043,hCoV-19/USA/TX-HMH-MCoV-16359/2020,2020-10-28
EPI_ISL_784024,hCoV-19/USA/TX-HMH-MCoV-19665/2020,2020-11-16
EPI_ISL_783766,hCoV-19/USA/TX-HMH-MCoV-19330/2020,2020-11-27
EPI_ISL_786867,hCoV-19/USA/TX-HMH-MCoV-15383/2020,2020-10-22
EPI_ISL_786694,hCoV-19/USA/TX-HMH-MCoV-15210/2020,2020-10-20
EPI_ISL_786700,hCoV-19/USA/TX-HMH-MCoV-15216/2020,2020-10-19
EPI_ISL_786933,hCoV-19/USA/TX-HMH-MCoV-15449/2020,2020-10-24
EPI_ISL_786072,hCoV-19/USA/TX-HMH-MCoV-16388/2020,2020-11-02
EPI_ISL_1080428,hCoV-19/USA/TX-HMH-MCoV-25906/2021,2021-02-03
EPI_ISL_1078139,hCoV-19/USA/TX-HMH-MCoV-23609/2021,2021-01-14
EPI_ISL_1017163,hCoV-19/USA/WA-PROV-887/2020,2020-12-09
EPI_ISL_596391,hCoV-19/USA/WA-S2860/2020,2020-09-17
EPI_ISL_784417,hCoV-19/USA/TX-HMH-MCoV-18069/2020,2020-11-13
EPI_ISL_786144,hCoV-19/USA/TX-HMH-MCoV-17996/2020,2020-11-16
EPI_ISL_784757,hCoV-19/USA/TX-HMH-MCoV-18409/2020,2020-11-19
EPI_ISL_783806,hCoV-19/USA/TX-HMH-MCoV-19380/2020,2020-11-29
EPI_ISL_784152,hCoV-19/USA/TX-HMH-MCoV-19824/2020,2020-11-25
EPI_ISL_783921,hCoV-19/USA/TX-HMH-MCoV-19546/2020,2020-11-17
EPI_ISL_784050,hCoV-19/USA/TX-HMH-MCoV-19696/2020,2020-11-23
EPI_ISL_786164,hCoV-19/USA/TX-HMH-MCoV-18016/2020,2020-11-16
EPI_ISL_787078,hCoV-19/USA/TX-HMH-MCoV-15594/2020,2020-10-26
EPI_ISL_785080,hCoV-19/USA/TX-HMH-MCoV-18738/2020,2020-11-21
EPI_ISL_783728,hCoV-19/USA/TX-HMH-MCoV-19269/2020,2020-11-27
EPI_ISL_784466,hCoV-19/USA/TX-HMH-MCoV-18118/2020,2020-11-12
EPI_ISL_786157,hCoV-19/USA/TX-HMH-MCoV-18009/2020,2020-11-16
EPI_ISL_915215,hCoV-19/USA/CA-QDX-4193/2021,2021-01-15
EPI_ISL_984605,hCoV-19/USA/CA-CDPH-UC1673/2020,2020-12-22
EPI_ISL_784171,hCoV-19/USA/TX-HMH-MCoV-19849/2020,2020-11-19
EPI_ISL_784477,hCoV-19/USA/TX-HMH-MCoV-18129/2020,2020-11-12
EPI_ISL_784479,hCoV-19/USA/TX-HMH-MCoV-18131/2020,2020-11-12
EPI_ISL_789764,hCoV-19/USA/TX-HMH-MCoV-11322/2020,2020-09-03
EPI_ISL_789720,hCoV-19/USA/TX-HMH-MCoV-11162/2020,2020-09-03
EPI_ISL_789716,hCoV-19/USA/TX-HMH-MCoV-11152/2020,2020-09-02
EPI_ISL_789737,hCoV-19/USA/TX-HMH-MCoV-11203/2020,2020-09-02
EPI_ISL_1080923,hCoV-19/USA/TX-HMH-MCoV-25554/2021,2021-01-23
EPI_ISL_954923,hCoV-19/USA/CO-CDPHE-21YEB668/2021,2021-01-10
EPI_ISL_1076139,hCoV-19/USA/TX-HMH-MCoV-21692/2021,2021-01-05
EPI_ISL_787976,hCoV-19/USA/TX-HMH-MCoV-14691/2020,2020-10-01
EPI_ISL_787977,hCoV-19/USA/TX-HMH-MCoV-14692/2020,2020-10-01
EPI_ISL_977745,hCoV-19/USA/CA-CDPH-UC1184/2020,2020-12-18
EPI_ISL_1015723,hCoV-19/USA/AZ-ASPHL-3237/2020,2020-12-22
EPI_ISL_1113525,hCoV-19/USA/AZ-TG724562/2020,2020-12-07
EPI_ISL_1135111,hCoV-19/USA/AZ-ASPHL-3022/2020,2020-12-07
EPI_ISL_1049318,hCoV-19/USA/CA-IGI-2206/2020,2020-12-09
EPI_ISL_978105,hCoV-19/USA/CA-UCSF-UC931/2021,2021-01-02
EPI_ISL_783704,hCoV-19/USA/TX-HMH-MCoV-19227/2020,2020-11-23
EPI_ISL_783709,hCoV-19/USA/TX-HMH-MCoV-19236/2020,2020-11-27
EPI_ISL_783771,hCoV-19/USA/TX-HMH-MCoV-19336/2020,2020-11-27
EPI_ISL_1114013,hCoV-19/USA/TX-CDC-21992221/2021,2021-02-10
EPI_ISL_1090313,hCoV-19/USA/TX-CDC-21873003/2021,2021-02-08
EPI_ISL_783707,hCoV-19/USA/TX-HMH-MCoV-19233/2020,2020-11-27
EPI_ISL_1079467,hCoV-19/USA/TX-HMH-MCoV-24853/2021,2021-01-20
EPI_ISL_1080297,hCoV-19/USA/TX-HMH-MCoV-25804/2021,2021-02-02
EPI_ISL_1080150,hCoV-19/USA/TX-HMH-MCoV-25657/2021,2021-02-02
EPI_ISL_1094922,hCoV-19/USA/TX-CDC-2-3850546/2021,2021-01-25
EPI_ISL_785104,hCoV-19/USA/TX-HMH-MCoV-18772/2020,2020-11-21
EPI_ISL_783989,hCoV-19/USA/TX-HMH-MCoV-19623/2020,2020-11-28
EPI_ISL_755147,hCoV-19/USA/CA-SEARCH-5328/2020,2020-12-07
EPI_ISL_786569,hCoV-19/USA/TX-HMH-MCoV-15085/2020,2020-10-20
EPI_ISL_1075054,hCoV-19/USA/TX-HMH-MCoV-20612/2021,2021-01-05
EPI_ISL_1075066,hCoV-19/USA/TX-HMH-MCoV-20624/2021,2021-01-05
EPI_ISL_1078073,hCoV-19/USA/TX-HMH-MCoV-23543/2021,2021-01-13
EPI_ISL_1086782,hCoV-19/USA/TX-CDC-21490916/2021,2021-01-23
EPI_ISL_1077170,hCoV-19/USA/TX-HMH-MCoV-22642/2020,2020-12-30
EPI_ISL_728093,hCoV-19/USA/IL-UW-2327/2020,2020-09-25
EPI_ISL_677367,hCoV-19/USA/IL-UW-1959/2020,2020-09-24
EPI_ISL_803519,hCoV-19/USA/WI-WSLH-201292/2020,2020-09-04
EPI_ISL_803806,hCoV-19/USA/WI-WSLH-201509/2020,2020-10-16
EPI_ISL_803702,hCoV-19/USA/WI-WSLH-201564/2020,2020-10-21
EPI_ISL_541540,hCoV-19/USA/IL-UW-1439/2020,2020-09-12
EPI_ISL_541543,hCoV-19/USA/IL-UW-1488/2020,2020-09-14
EPI_ISL_541544,hCoV-19/USA/IL-UW-1490/2020,2020-09-15
EPI_ISL_979044,hCoV-19/USA/CA-CZB-16827/2020,2020-12-09
EPI_ISL_753304,hCoV-19/USA/CA-CHLA-PLM32149868/2020,2020-11-11
EPI_ISL_824401,hCoV-19/USA/CA-CDPH310/2020,2020-12-10
EPI_ISL_790180,hCoV-19/USA/TX-HMH-MCoV-12041/2020,2020-09-18
EPI_ISL_790196,hCoV-19/USA/TX-HMH-MCoV-12089/2020,2020-09-18
EPI_ISL_832516,hCoV-19/USA/OR-OHSU-3575/2020,2020-10-21
EPI_ISL_832621,hCoV-19/USA/OR-OHSU-4019/2020,2020-10-28
EPI_ISL_857367,hCoV-19/USA/TX-DSHS-2152/2020,2020-10-04
EPI_ISL_790140,hCoV-19/USA/TX-HMH-MCoV-11940/2020,2020-09-18
EPI_ISL_1068303,hCoV-19/USA/AK-PHL6871/2021,2021-01-15
EPI_ISL_937118,hCoV-19/USA/TX-QDX-4524/2020,2020-10-16
EPI_ISL_1075520,hCoV-19/USA/TX-HMH-MCoV-21076/2021,2021-01-01
EPI_ISL_751722,hCoV-19/USA/LA-CDC-2-3714570/2020,2020-12-04
EPI_ISL_861021,hCoV-19/USA/MD-HP01182/2021,2021-01-02
EPI_ISL_1079987,hCoV-19/USA/TX-HMH-MCoV-25358/2021,2021-01-21
EPI_ISL_1077060,hCoV-19/USA/TX-HMH-MCoV-22532/2021,2021-01-12
EPI_ISL_786337,hCoV-19/USA/TX-HMH-MCoV-14853/2020,2020-10-13
EPI_ISL_786288,hCoV-19/USA/TX-HMH-MCoV-14803/2020,2020-10-13
EPI_ISL_784534,hCoV-19/USA/TX-HMH-MCoV-18186/2020,2020-11-12
EPI_ISL_786265,hCoV-19/USA/TX-HMH-MCoV-14780/2020,2020-10-13
EPI_ISL_786290,hCoV-19/USA/TX-HMH-MCoV-14805/2020,2020-10-13
EPI_ISL_784523,hCoV-19/USA/TX-HMH-MCoV-18175/2020,2020-11-14
EPI_ISL_613855,hCoV-19/USA/FL-BPHL-1729/2020,2020-10-01
EPI_ISL_935390,hCoV-19/USA/FL-BPHL-2869/2020,2020-09-18
EPI_ISL_728024,hCoV-19/USA/WI-UW-2255/2020,2020-09-29
EPI_ISL_755379,hCoV-19/USA/ME-HETL-J0216/2020,2020-09-23
EPI_ISL_935379,hCoV-19/USA/FL-BPHL-2858/2020,2020-09-17
EPI_ISL_1095289,hCoV-19/USA/FL-CDC-2-3847040/2021,2021-01-11
EPI_ISL_549225,hCoV-19/USA/FL-BPHL-1443/2020,2020-09-08
EPI_ISL_848893,hCoV-19/USA/FL-BPHL-2515/2020,2020-10-20
EPI_ISL_876572,hCoV-19/USA/FL-BPHL-2790/2020,2020-10-10
EPI_ISL_661084,hCoV-19/USA/WI-GMF-31357/2020,2020-11-04
EPI_ISL_936149,hCoV-19/USA/NY-Wadsworth-21013915-01/2020,2020-12-22
EPI_ISL_903920,hCoV-19/USA/IA-CDC-2-3769291/2020,2020-12-26
EPI_ISL_661164,hCoV-19/USA/IA-GMF-32700/2020,2020-11-09
EPI_ISL_768342,hCoV-19/USA/LA-EVTL1072/2020,2020-11-27
EPI_ISL_954920,hCoV-19/USA/CO-CDPHE-2100209335/2021,2021-01-10
EPI_ISL_1076483,hCoV-19/USA/TX-HMH-MCoV-21957/2021,2021-01-07
EPI_ISL_786032,hCoV-19/USA/TX-HMH-MCoV-16348/2020,2020-11-01
EPI_ISL_1137229,hCoV-19/USA/PA-MGEL-00943/2020,2020-11-11
EPI_ISL_1137206,hCoV-19/USA/PA-MGEL-01254/2020,2020-12-07
EPI_ISL_1076877,hCoV-19/USA/TX-HMH-MCoV-22349/2021,2021-01-09
EPI_ISL_787636,hCoV-19/USA/TX-HMH-MCoV-14351/2020,2020-10-06
EPI_ISL_682143,hCoV-19/USA/MI-UM-10036704187/2020,2020-10-30
EPI_ISL_650093,hCoV-19/USA/MI-UM-10036671636/2020,2020-10-28
EPI_ISL_790299,hCoV-19/USA/TX-HMH-MCoV-12319/2020,2020-09-25
EPI_ISL_786363,hCoV-19/USA/TX-HMH-MCoV-14879/2020,2020-10-15
EPI_ISL_787677,hCoV-19/USA/TX-HMH-MCoV-14392/2020,2020-10-06
EPI_ISL_786044,hCoV-19/USA/TX-HMH-MCoV-16360/2020,2020-11-01
EPI_ISL_787991,hCoV-19/USA/TX-HMH-MCoV-14706/2020,2020-10-01
EPI_ISL_784181,hCoV-19/USA/TX-HMH-MCoV-19860/2020,2020-11-22
EPI_ISL_1113754,hCoV-19/USA/OR-KCL-20122906COV_13/2020,2020-12-28
EPI_ISL_776731,hCoV-19/USA/WA-UW-49249/2020,2020-12-18
EPI_ISL_1134706,hCoV-19/USA/NC-CDC-STM-000013455/2021,2021-02-11
EPI_ISL_787002,hCoV-19/USA/TX-HMH-MCoV-15518/2020,2020-10-24
EPI_ISL_787061,hCoV-19/USA/TX-HMH-MCoV-15577/2020,2020-10-26
EPI_ISL_786354,hCoV-19/USA/TX-HMH-MCoV-14870/2020,2020-10-13
EPI_ISL_786847,hCoV-19/USA/TX-HMH-MCoV-15363/2020,2020-10-22
EPI_ISL_785312,hCoV-19/USA/TX-HMH-MCoV-15628/2020,2020-10-26
EPI_ISL_785313,hCoV-19/USA/TX-HMH-MCoV-15629/2020,2020-10-26
EPI_ISL_786679,hCoV-19/USA/TX-HMH-MCoV-15195/2020,2020-10-20
EPI_ISL_786439,hCoV-19/USA/TX-HMH-MCoV-14955/2020,2020-10-13
EPI_ISL_787709,hCoV-19/USA/TX-HMH-MCoV-14424/2020,2020-10-07
EPI_ISL_787014,hCoV-19/USA/TX-HMH-MCoV-15530/2020,2020-10-23
EPI_ISL_785761,hCoV-19/USA/TX-HMH-MCoV-16077/2020,2020-10-27
EPI_ISL_786446,hCoV-19/USA/TX-HMH-MCoV-14962/2020,2020-10-15
EPI_ISL_1075695,hCoV-19/USA/TX-HMH-MCoV-21249/2020,2020-12-29
EPI_ISL_1077184,hCoV-19/USA/TX-HMH-MCoV-22656/2020,2020-12-30
EPI_ISL_1076326,hCoV-19/USA/TX-HMH-MCoV-21878/2021,2021-01-10
EPI_ISL_786754,hCoV-19/USA/TX-HMH-MCoV-15270/2020,2020-10-19
EPI_ISL_786521,hCoV-19/USA/TX-HMH-MCoV-15037/2020,2020-10-16
EPI_ISL_783660,hCoV-19/USA/TX-HMH-MCoV-19156/2020,2020-11-23
EPI_ISL_784796,hCoV-19/USA/TX-HMH-MCoV-18448/2020,2020-11-18
EPI_ISL_1161199,hCoV-19/USA/NC-CDC-LC0018218/2021,2021-02-15
EPI_ISL_784130,hCoV-19/USA/TX-HMH-MCoV-19792/2020,2020-11-23
EPI_ISL_1080406,hCoV-19/USA/TX-HMH-MCoV-25884/2021,2021-02-03
EPI_ISL_1121107,hCoV-19/USA/NE-6961/2021,2021-02-09
EPI_ISL_786837,hCoV-19/USA/TX-HMH-MCoV-15353/2020,2020-10-22
EPI_ISL_790096,hCoV-19/USA/TX-HMH-MCoV-11729/2020,2020-09-09
EPI_ISL_785161,hCoV-19/USA/TX-HMH-MCoV-18842/2020,2020-11-25
EPI_ISL_1079624,hCoV-19/USA/TX-HMH-MCoV-25010/2021,2021-01-19
EPI_ISL_1074884,hCoV-19/USA/TX-HMH-MCoV-20442/2021,2021-01-05
EPI_ISL_1075566,hCoV-19/USA/TX-HMH-MCoV-21122/2020,2020-12-31
EPI_ISL_1074550,hCoV-19/USA/TX-HMH-MCoV-20111/2021,2021-01-04
EPI_ISL_1075230,hCoV-19/USA/TX-HMH-MCoV-20788/2021,2021-01-06
EPI_ISL_783868,hCoV-19/USA/TX-HMH-MCoV-19484/2020,2020-11-30
EPI_ISL_785192,hCoV-19/USA/TX-HMH-MCoV-18879/2020,2020-11-23
EPI_ISL_783727,hCoV-19/USA/TX-HMH-MCoV-19268/2020,2020-11-28
EPI_ISL_783947,hCoV-19/USA/TX-HMH-MCoV-19575/2020,2020-11-28
EPI_ISL_785195,hCoV-19/USA/TX-HMH-MCoV-18883/2020,2020-11-24
EPI_ISL_785782,hCoV-19/USA/TX-HMH-MCoV-16098/2020,2020-10-27
EPI_ISL_786096,hCoV-19/USA/TX-HMH-MCoV-17948/2020,2020-11-16
EPI_ISL_787841,hCoV-19/USA/TX-HMH-MCoV-14556/2020,2020-10-09
EPI_ISL_786241,hCoV-19/USA/TX-HMH-MCoV-14756/2020,2020-10-11
EPI_ISL_785987,hCoV-19/USA/TX-HMH-MCoV-16303/2020,2020-10-30
EPI_ISL_785316,hCoV-19/USA/TX-HMH-MCoV-15632/2020,2020-10-26
EPI_ISL_786882,hCoV-19/USA/TX-HMH-MCoV-15398/2020,2020-10-23
EPI_ISL_787703,hCoV-19/USA/TX-HMH-MCoV-14418/2020,2020-10-07
EPI_ISL_787760,hCoV-19/USA/TX-HMH-MCoV-14475/2020,2020-10-06
EPI_ISL_786386,hCoV-19/USA/TX-HMH-MCoV-14902/2020,2020-10-14
EPI_ISL_787626,hCoV-19/USA/TX-HMH-MCoV-14341/2020,2020-10-06
EPI_ISL_786681,hCoV-19/USA/TX-HMH-MCoV-15197/2020,2020-10-21
EPI_ISL_786549,hCoV-19/USA/TX-HMH-MCoV-15065/2020,2020-10-16
EPI_ISL_787787,hCoV-19/USA/TX-HMH-MCoV-14502/2020,2020-10-08
EPI_ISL_1076447,hCoV-19/USA/TX-HMH-MCoV-21931/2021,2021-01-07
EPI_ISL_1080062,hCoV-19/USA/TX-HMH-MCoV-25424/2021,2021-01-20
EPI_ISL_1079868,hCoV-19/USA/TX-HMH-MCoV-25243/2021,2021-01-20
EPI_ISL_784936,hCoV-19/USA/TX-HMH-MCoV-18588/2020,2020-11-19
EPI_ISL_786578,hCoV-19/USA/TX-HMH-MCoV-15094/2020,2020-10-17
EPI_ISL_786756,hCoV-19/USA/TX-HMH-MCoV-15272/2020,2020-10-19
EPI_ISL_790084,hCoV-19/USA/TX-HMH-MCoV-11677/2020,2020-09-14
EPI_ISL_786556,hCoV-19/USA/TX-HMH-MCoV-15072/2020,2020-10-18
EPI_ISL_1080244,hCoV-19/USA/TX-HMH-MCoV-25751/2021,2021-02-01
EPI_ISL_786087,hCoV-19/USA/TX-HMH-MCoV-16403/2020,2020-11-02
EPI_ISL_785167,hCoV-19/USA/TX-HMH-MCoV-18850/2020,2020-11-26
EPI_ISL_1077081,hCoV-19/USA/TX-HMH-MCoV-22553/2021,2021-01-01
EPI_ISL_1076879,hCoV-19/USA/TX-HMH-MCoV-22351/2021,2021-01-10
EPI_ISL_1074923,hCoV-19/USA/TX-HMH-MCoV-20481/2021,2021-01-04
EPI_ISL_785726,hCoV-19/USA/TX-HMH-MCoV-16042/2020,2020-10-27
EPI_ISL_786085,hCoV-19/USA/TX-HMH-MCoV-16401/2020,2020-11-02
EPI_ISL_785958,hCoV-19/USA/TX-HMH-MCoV-16274/2020,2020-10-27
EPI_ISL_786866,hCoV-19/USA/TX-HMH-MCoV-15382/2020,2020-10-22
EPI_ISL_785277,hCoV-19/USA/TX-HMH-MCoV-19004/2020,2020-11-25
EPI_ISL_784550,hCoV-19/USA/TX-HMH-MCoV-18202/2020,2020-11-15
EPI_ISL_784551,hCoV-19/USA/TX-HMH-MCoV-18203/2020,2020-11-14
EPI_ISL_786434,hCoV-19/USA/TX-HMH-MCoV-14950/2020,2020-10-15
EPI_ISL_787761,hCoV-19/USA/TX-HMH-MCoV-14476/2020,2020-10-07
